machine_id,timestamp,temperature_c,vibration_mm_s,pressure_psi
M007,2026-06-14 06:00:00,60.76,3.29,103.95
M007,2026-06-14 12:00:00,60.17,3.62,93.06
M007,2026-06-14 18:00:00,58.74,3.63,100.2
M007,2026-06-15 00:00:00,60.15,2.89,96.56
M007,2026-06-15 06:00:00,61.31,3.47,95.37
M007,2026-06-15 12:00:00,60.63,3.22,93.72
M007,2026-06-15 18:00:00,62.44,3.47,96.61
M007,2026-06-16 00:00:00,59.93,3.39,97.53
M007,2026-06-16 06:00:00,64.4,3.64,95.05
M007,2026-06-16 12:00:00,59.64,3.2,96.45
M007,2026-06-16 18:00:00,59.32,3.59,89.12
M007,2026-06-17 00:00:00,62.03,3.53,100.83
M007,2026-06-17 06:00:00,62.72,3.24,99.34
M007,2026-06-17 12:00:00,60.63,2.87,97.52
M007,2026-06-17 18:00:00,59.71,3.45,102.0
M007,2026-06-18 00:00:00,61.43,3.14,99.93
M007,2026-06-18 06:00:00,61.7,3.11,92.22
M007,2026-06-18 12:00:00,59.02,3.7,96.13
M007,2026-06-18 18:00:00,61.14,3.05,99.63
M007,2026-06-19 00:00:00,56.96,3.26,98.28
M007,2026-06-19 06:00:00,58.75,3.64,94.42
M007,2026-06-19 12:00:00,58.54,3.84,97.49
M007,2026-06-19 18:00:00,62.03,3.76,89.17
M007,2026-06-20 00:00:00,62.28,3.23,95.13
M007,2026-06-20 06:00:00,61.88,3.35,98.81
M007,2026-06-20 12:00:00,60.93,3.51,95.55
M007,2026-06-20 18:00:00,58.88,3.23,96.71
M007,2026-06-21 00:00:00,64.7,3.9,95.05
M007,2026-06-21 06:00:00,61.14,3.37,97.4
M007,2026-06-21 12:00:00,61.54,3.62,88.31
M007,2026-06-21 18:00:00,61.75,3.34,94.9
M007,2026-06-22 00:00:00,62.63,3.9,99.07
M007,2026-06-22 06:00:00,60.0,3.14,87.99
M007,2026-06-22 12:00:00,61.4,3.64,96.7
M007,2026-06-22 18:00:00,62.9,3.07,96.49
M007,2026-06-23 00:00:00,60.55,3.43,100.5
M007,2026-06-23 06:00:00,60.84,3.38,94.19
M007,2026-06-23 12:00:00,63.71,3.04,95.34
M007,2026-06-23 18:00:00,64.44,3.6,96.94
M007,2026-06-24 00:00:00,61.11,3.18,96.79
M007,2026-06-24 06:00:00,60.37,3.52,92.47
M007,2026-06-24 12:00:00,61.86,3.77,96.38
M007,2026-06-24 18:00:00,62.36,3.56,95.17
M007,2026-06-25 00:00:00,58.96,3.2,97.86
M007,2026-06-25 06:00:00,60.97,3.85,99.36
M007,2026-06-25 12:00:00,62.66,3.55,94.1
M007,2026-06-25 18:00:00,61.73,3.49,93.57
M007,2026-06-26 00:00:00,63.52,3.8,93.54
M007,2026-06-26 06:00:00,59.82,3.31,98.81
M007,2026-06-26 12:00:00,62.09,3.49,97.8
M007,2026-06-26 18:00:00,58.52,3.59,96.67
M007,2026-06-27 00:00:00,59.75,3.02,97.05
M007,2026-06-27 06:00:00,61.83,2.97,97.02
M007,2026-06-27 12:00:00,61.36,3.31,98.11
M007,2026-06-27 18:00:00,60.85,3.56,98.57
M007,2026-06-28 00:00:00,62.2,3.78,97.98
M007,2026-06-28 06:00:00,60.17,3.29,93.77
M007,2026-06-28 12:00:00,61.43,3.88,95.89
M007,2026-06-28 18:00:00,62.03,3.25,97.55
M007,2026-06-29 00:00:00,63.66,3.69,92.24
M007,2026-06-29 06:00:00,62.28,3.67,97.47
M007,2026-06-29 12:00:00,62.48,3.23,97.14
M007,2026-06-29 18:00:00,63.36,3.79,98.6
M007,2026-06-30 00:00:00,59.39,3.17,97.29
M007,2026-06-30 06:00:00,61.52,3.46,94.53
M007,2026-06-30 12:00:00,62.03,3.52,97.82
M007,2026-06-30 18:00:00,62.34,3.4,95.48
M007,2026-07-01 00:00:00,63.39,3.26,95.53
M007,2026-07-01 06:00:00,63.64,3.32,96.64
M007,2026-07-01 12:00:00,60.35,2.95,96.57
M007,2026-07-01 18:00:00,59.15,3.56,100.26
M007,2026-07-02 00:00:00,56.76,3.37,98.29
M007,2026-07-02 06:00:00,56.82,3.89,98.07
M007,2026-07-02 12:00:00,63.35,3.32,95.6
M007,2026-07-02 18:00:00,60.86,4.13,100.89
M007,2026-07-03 00:00:00,61.47,3.57,98.83
M007,2026-07-03 06:00:00,65.98,3.61,97.06
M007,2026-07-03 12:00:00,60.52,3.56,95.16
M007,2026-07-03 18:00:00,62.19,3.06,96.14
M007,2026-07-04 00:00:00,62.69,3.61,95.53
M007,2026-07-04 06:00:00,60.75,3.81,93.29
M007,2026-07-04 12:00:00,58.81,3.22,96.88
M007,2026-07-04 18:00:00,58.5,3.78,94.14
M007,2026-07-05 00:00:00,61.68,3.33,96.71
M007,2026-07-05 06:00:00,58.03,3.8,94.02
M007,2026-07-05 12:00:00,59.1,4.21,98.57
M007,2026-07-05 18:00:00,63.16,3.64,95.55
M007,2026-07-06 00:00:00,58.63,3.41,93.97
M007,2026-07-06 06:00:00,59.41,3.03,97.25
M007,2026-07-06 12:00:00,64.39,3.67,96.58
M007,2026-07-06 18:00:00,61.17,2.59,95.63
M007,2026-07-07 00:00:00,58.41,3.55,96.11
M007,2026-07-07 06:00:00,59.52,3.54,97.2
M007,2026-07-07 12:00:00,64.3,3.71,97.55
M007,2026-07-07 18:00:00,59.37,3.18,98.69
M007,2026-07-08 00:00:00,60.88,3.58,99.82
M007,2026-07-08 06:00:00,58.25,3.93,99.79
M007,2026-07-08 12:00:00,57.17,4.22,97.85
M007,2026-07-08 18:00:00,60.32,3.67,93.95
M007,2026-07-09 00:00:00,62.38,3.27,102.94
M007,2026-07-09 06:00:00,61.41,3.71,94.52
M007,2026-07-09 12:00:00,62.92,3.51,92.64
M007,2026-07-09 18:00:00,60.81,4.09,99.46
M007,2026-07-10 00:00:00,60.55,2.95,94.37
M007,2026-07-10 06:00:00,58.49,2.96,99.23
M007,2026-07-10 12:00:00,61.43,4.05,93.88
M007,2026-07-10 18:00:00,61.3,3.1,95.09
M007,2026-07-11 00:00:00,60.88,3.41,97.02
M007,2026-07-11 06:00:00,63.26,3.78,94.56
M007,2026-07-11 12:00:00,61.26,3.76,99.97
M007,2026-07-11 18:00:00,60.0,3.73,97.86
M007,2026-07-12 00:00:00,59.2,3.76,97.31
M007,2026-07-12 06:00:00,57.85,3.43,96.98
M007,2026-07-12 12:00:00,60.13,3.89,100.65
M007,2026-07-12 18:00:00,60.57,3.37,96.46
M007,2026-07-13 00:00:00,60.95,3.35,85.72
M007,2026-07-13 06:00:00,64.86,3.52,96.31
M007,2026-07-13 12:00:00,62.0,3.5,95.56
M007,2026-07-13 18:00:00,59.34,2.97,92.79
M007,2026-07-14 00:00:00,59.13,3.72,99.02
M007,2026-07-14 06:00:00,59.6,2.73,96.87
M007,2026-07-14 12:00:00,60.52,3.39,99.71
M007,2026-07-14 18:00:00,61.64,3.23,93.22
M007,2026-07-15 00:00:00,60.86,3.26,96.62
M007,2026-07-15 06:00:00,63.43,3.12,97.1
M007,2026-07-15 12:00:00,63.21,3.5,99.0
M007,2026-07-15 18:00:00,60.81,3.58,98.16
M007,2026-07-16 00:00:00,60.25,4.13,98.56
M007,2026-07-16 06:00:00,64.0,3.85,97.81
M007,2026-07-16 12:00:00,64.17,3.59,94.64
M007,2026-07-16 18:00:00,61.43,3.23,90.52
M007,2026-07-17 00:00:00,59.71,3.56,100.0
M007,2026-07-17 06:00:00,59.7,3.84,93.19
M007,2026-07-17 12:00:00,59.57,3.97,96.96
M007,2026-07-17 18:00:00,61.06,3.61,93.2
M007,2026-07-18 00:00:00,60.77,3.54,100.51
M007,2026-07-18 06:00:00,58.09,4.07,96.44
M007,2026-07-18 12:00:00,59.21,3.15,97.63
M007,2026-07-18 18:00:00,58.73,3.37,96.06
M007,2026-07-19 00:00:00,63.73,3.85,94.88
M007,2026-07-19 06:00:00,61.02,3.06,90.69
M007,2026-07-19 12:00:00,58.98,3.88,99.14
M007,2026-07-19 18:00:00,62.21,3.11,94.67
M007,2026-07-20 00:00:00,59.74,3.5,96.11
M007,2026-07-20 06:00:00,59.45,3.65,97.48
M007,2026-07-20 12:00:00,60.0,3.64,100.17
M007,2026-07-20 18:00:00,64.31,3.69,98.18
M007,2026-07-21 00:00:00,60.99,3.86,93.58
M007,2026-07-21 06:00:00,63.3,3.46,101.26
M007,2026-07-21 12:00:00,62.65,3.53,96.08
M007,2026-07-21 18:00:00,62.52,3.69,95.59
M007,2026-07-22 00:00:00,61.67,3.82,92.69
M007,2026-07-22 06:00:00,62.94,3.71,100.34
M007,2026-07-22 12:00:00,60.06,3.55,97.4
M007,2026-07-22 18:00:00,62.96,3.68,93.06
M007,2026-07-23 00:00:00,62.08,4.16,98.61
M007,2026-07-23 06:00:00,64.78,3.87,100.86
M007,2026-07-23 12:00:00,62.12,3.71,97.54
M007,2026-07-23 18:00:00,61.51,3.78,95.21
M007,2026-07-24 00:00:00,65.29,3.28,99.2
M007,2026-07-24 06:00:00,64.27,3.5,93.43
M007,2026-07-24 12:00:00,63.83,3.62,99.21
M007,2026-07-24 18:00:00,61.3,4.08,90.42
M007,2026-07-25 00:00:00,62.28,3.96,97.08
M007,2026-07-25 06:00:00,62.14,3.43,96.82
M007,2026-07-25 12:00:00,58.19,3.34,94.4
M007,2026-07-25 18:00:00,62.87,3.39,95.13
M007,2026-07-26 00:00:00,60.79,3.34,97.56
M007,2026-07-26 06:00:00,62.3,3.81,98.71
M007,2026-07-26 12:00:00,62.65,3.46,95.57
M007,2026-07-26 18:00:00,59.8,3.3,97.33
M007,2026-07-27 00:00:00,60.12,4.01,96.63
M007,2026-07-27 06:00:00,64.56,3.74,94.41
M007,2026-07-27 12:00:00,61.44,3.06,97.32
M007,2026-07-27 18:00:00,60.19,3.23,101.31
M007,2026-07-28 00:00:00,63.64,3.87,99.08
M007,2026-07-28 06:00:00,59.11,3.45,95.72
M007,2026-07-28 12:00:00,58.16,3.4,95.1
M007,2026-07-28 18:00:00,61.83,4.33,96.67
M007,2026-07-29 00:00:00,61.84,3.5,98.94
M007,2026-07-29 06:00:00,59.44,4.14,96.36
M007,2026-07-29 12:00:00,60.8,3.86,94.06
M007,2026-07-29 18:00:00,63.03,3.99,96.01
M007,2026-07-30 00:00:00,65.71,3.77,98.69
M007,2026-07-30 06:00:00,64.34,4.06,97.51
M007,2026-07-30 12:00:00,63.2,3.99,93.24
M007,2026-07-30 18:00:00,58.15,3.56,91.46
M008,2026-06-01 00:00:00,63.71,2.14,83.78
M008,2026-06-01 06:00:00,60.6,2.53,85.13
M008,2026-06-01 12:00:00,61.2,2.16,87.19
M008,2026-06-01 18:00:00,63.42,2.3,85.67
M008,2026-06-02 00:00:00,60.83,2.53,80.41
M008,2026-06-02 06:00:00,64.31,2.43,84.87
M008,2026-06-02 12:00:00,64.09,2.17,86.63
M008,2026-06-02 18:00:00,65.37,2.01,87.55
M008,2026-06-03 00:00:00,66.78,2.33,84.01
M008,2026-06-03 06:00:00,67.92,2.28,86.22
M008,2026-06-03 12:00:00,63.9,2.39,84.51
M008,2026-06-03 18:00:00,63.78,2.54,84.4
M008,2026-06-04 00:00:00,62.57,2.17,82.22
M008,2026-06-04 06:00:00,62.05,2.04,85.52
M008,2026-06-04 12:00:00,65.08,2.69,85.69
M008,2026-06-04 18:00:00,64.33,2.33,79.24
M008,2026-06-05 00:00:00,61.13,2.49,88.08
M008,2026-06-05 06:00:00,65.1,2.2,79.52
M008,2026-06-05 12:00:00,61.37,1.99,87.4
M008,2026-06-05 18:00:00,62.71,2.76,89.91
M008,2026-06-06 00:00:00,66.79,1.99,86.97
M008,2026-06-06 06:00:00,62.49,2.36,83.08
M008,2026-06-06 12:00:00,65.89,2.02,79.66
M008,2026-06-06 18:00:00,67.51,2.39,82.29
M008,2026-06-07 00:00:00,63.13,2.09,85.51
M008,2026-06-07 06:00:00,65.06,2.46,86.26
M008,2026-06-07 12:00:00,63.47,2.59,79.72
M008,2026-06-07 18:00:00,61.96,1.97,88.51
M008,2026-06-08 00:00:00,61.99,1.88,87.13
M008,2026-06-08 06:00:00,61.65,2.16,92.63
M008,2026-06-08 12:00:00,65.05,2.2,85.12
M008,2026-06-08 18:00:00,65.29,2.47,85.71
M008,2026-06-09 00:00:00,63.69,1.83,80.41
M008,2026-06-09 06:00:00,63.13,2.08,87.24
M008,2026-06-09 12:00:00,63.88,2.04,85.97
M008,2026-06-09 18:00:00,62.65,2.89,86.64
M008,2026-06-10 00:00:00,60.38,2.82,83.57
M008,2026-06-10 06:00:00,61.55,2.92,86.51
M008,2026-06-10 12:00:00,64.9,2.49,84.85
M008,2026-06-10 18:00:00,62.36,2.15,90.3
M008,2026-06-11 00:00:00,63.92,2.67,85.23
M008,2026-06-11 06:00:00,62.01,1.84,87.41
M008,2026-06-11 12:00:00,66.91,2.01,87.0
M008,2026-06-11 18:00:00,60.77,2.11,86.27
M008,2026-06-12 00:00:00,60.08,2.27,82.95
M008,2026-06-12 06:00:00,64.74,2.23,88.27
M008,2026-06-12 12:00:00,62.97,1.87,81.0
M008,2026-06-12 18:00:00,59.71,2.47,93.13
M008,2026-06-13 00:00:00,64.42,2.78,88.85
M008,2026-06-13 06:00:00,62.51,2.66,84.01
M008,2026-06-13 12:00:00,62.63,2.22,84.97
M008,2026-06-13 18:00:00,64.87,2.08,88.12
M008,2026-06-14 00:00:00,65.31,2.39,91.26
M008,2026-06-14 06:00:00,66.14,2.61,85.64
M008,2026-06-14 12:00:00,64.27,2.44,85.48
M008,2026-06-14 18:00:00,62.81,1.56,87.59
M008,2026-06-15 00:00:00,65.66,1.94,87.25
M008,2026-06-15 06:00:00,62.39,2.18,89.37
M008,2026-06-15 12:00:00,61.6,1.99,90.85
M008,2026-06-15 18:00:00,63.29,2.66,80.64
M008,2026-06-16 00:00:00,60.56,2.02,83.98
M008,2026-06-16 06:00:00,60.79,2.4,86.73
M008,2026-06-16 12:00:00,61.8,2.04,83.37
M008,2026-06-16 18:00:00,61.26,1.42,85.17
M008,2026-06-17 00:00:00,62.75,2.2,82.38
M008,2026-06-17 06:00:00,65.23,3.02,82.92
M008,2026-06-17 12:00:00,66.41,2.4,85.53
M008,2026-06-17 18:00:00,62.92,2.27,88.87
M008,2026-06-18 00:00:00,61.35,2.21,89.16
M008,2026-06-18 06:00:00,65.59,1.96,84.86
M008,2026-06-18 12:00:00,65.08,2.5,88.34
M008,2026-06-18 18:00:00,64.39,2.46,86.44
M008,2026-06-19 00:00:00,66.8,2.17,85.55
M008,2026-06-19 06:00:00,61.61,1.94,86.38
M008,2026-06-19 12:00:00,62.19,2.28,90.26
M008,2026-06-19 18:00:00,66.76,2.97,90.32
M008,2026-06-20 00:00:00,68.46,2.43,82.69
M008,2026-06-20 06:00:00,61.65,2.72,85.55
M008,2026-06-20 12:00:00,63.9,2.14,84.11
M008,2026-06-20 18:00:00,64.42,1.99,86.17
M008,2026-06-21 00:00:00,66.69,1.67,80.77
M008,2026-06-21 06:00:00,65.02,2.71,83.92
M008,2026-06-21 12:00:00,59.67,2.74,82.96
M008,2026-06-21 18:00:00,62.94,2.4,83.39
M008,2026-06-22 00:00:00,61.93,2.05,90.96
M008,2026-06-22 06:00:00,66.0,2.48,78.82
M008,2026-06-22 12:00:00,64.84,2.47,81.55
M008,2026-06-22 18:00:00,64.2,2.62,87.09
M008,2026-06-23 00:00:00,62.34,2.32,87.57
M008,2026-06-23 06:00:00,63.82,2.69,86.56
M008,2026-06-23 12:00:00,65.2,2.56,82.17
M008,2026-06-23 18:00:00,63.8,2.21,88.51
M008,2026-06-24 00:00:00,64.64,2.26,81.52
M008,2026-06-24 06:00:00,60.52,2.41,83.21
M008,2026-06-24 12:00:00,65.04,1.82,90.15
M008,2026-06-24 18:00:00,65.04,2.34,90.42
M008,2026-06-25 00:00:00,65.62,2.18,85.59
M008,2026-06-25 06:00:00,59.8,2.64,84.47
M008,2026-06-25 12:00:00,59.77,1.96,87.97
M008,2026-06-25 18:00:00,66.95,2.32,82.41
M008,2026-06-26 00:00:00,60.9,2.74,86.7
M008,2026-06-26 06:00:00,63.08,2.15,87.37
M008,2026-06-26 12:00:00,65.03,2.05,81.92
M008,2026-06-26 18:00:00,61.56,2.18,83.28
M008,2026-06-27 00:00:00,66.99,2.17,81.6
M008,2026-06-27 06:00:00,61.37,2.27,79.88
M008,2026-06-27 12:00:00,63.64,1.92,88.82
M008,2026-06-27 18:00:00,63.99,2.96,84.66
M008,2026-06-28 00:00:00,57.51,2.76,86.84
M008,2026-06-28 06:00:00,65.09,2.03,85.21
M008,2026-06-28 12:00:00,64.15,2.26,80.13
M008,2026-06-28 18:00:00,69.31,2.58,86.6
M008,2026-06-29 00:00:00,66.42,2.52,83.3
M008,2026-06-29 06:00:00,66.29,2.59,83.41
M008,2026-06-29 12:00:00,65.37,2.26,85.95
M008,2026-06-29 18:00:00,64.99,2.74,83.39
M008,2026-06-30 00:00:00,64.53,2.94,84.79
M008,2026-06-30 06:00:00,64.2,2.94,87.23
M008,2026-06-30 12:00:00,60.85,2.09,87.39
M008,2026-06-30 18:00:00,64.65,2.38,91.81
M008,2026-07-01 00:00:00,62.58,2.31,79.42
M008,2026-07-01 06:00:00,66.14,2.1,88.49
M008,2026-07-01 12:00:00,65.72,3.04,87.26
M008,2026-07-01 18:00:00,63.11,2.47,83.04
M008,2026-07-02 00:00:00,64.47,2.28,85.1
M008,2026-07-02 06:00:00,62.04,2.43,87.78
M008,2026-07-02 12:00:00,60.53,2.13,85.81
M008,2026-07-02 18:00:00,59.14,2.86,83.17
M008,2026-07-03 00:00:00,61.97,2.28,85.71
M008,2026-07-03 06:00:00,62.33,2.64,86.5
M008,2026-07-03 12:00:00,62.17,2.18,80.75
M008,2026-07-03 18:00:00,61.34,2.46,82.82
M008,2026-07-04 00:00:00,67.47,2.37,81.23
M008,2026-07-04 06:00:00,61.58,2.66,85.06
M008,2026-07-04 12:00:00,65.85,2.23,83.61
M008,2026-07-04 18:00:00,66.1,2.09,86.76
M008,2026-07-05 00:00:00,63.45,2.61,90.74
M008,2026-07-05 06:00:00,63.09,2.18,87.28
M008,2026-07-05 12:00:00,61.71,2.83,89.62
M008,2026-07-05 18:00:00,61.88,1.87,81.8
M008,2026-07-06 00:00:00,61.6,2.59,89.92
M008,2026-07-06 06:00:00,65.47,2.28,86.3
M008,2026-07-06 12:00:00,62.15,2.68,86.57
M008,2026-07-06 18:00:00,65.44,2.13,84.77
M008,2026-07-07 00:00:00,65.36,2.79,83.44
M008,2026-07-07 06:00:00,65.47,2.14,91.62
M008,2026-07-07 12:00:00,63.08,2.55,85.77
M008,2026-07-07 18:00:00,69.12,2.42,83.72
M008,2026-07-08 00:00:00,65.2,2.54,84.79
M008,2026-07-08 06:00:00,61.73,2.2,87.91
M008,2026-07-08 12:00:00,60.43,2.28,88.25
M008,2026-07-08 18:00:00,63.74,3.01,80.03
M008,2026-07-09 00:00:00,62.01,1.67,91.24
M008,2026-07-09 06:00:00,62.05,1.76,83.42
M008,2026-07-09 12:00:00,61.15,2.18,85.38
M008,2026-07-09 18:00:00,65.55,2.31,85.33
M008,2026-07-10 00:00:00,62.79,1.91,79.71
M008,2026-07-10 06:00:00,63.22,2.39,83.93
M008,2026-07-10 12:00:00,60.33,2.42,90.13
M008,2026-07-10 18:00:00,63.72,2.19,85.07
M008,2026-07-11 00:00:00,61.76,2.01,86.59
M008,2026-07-11 06:00:00,65.95,2.32,79.32
M008,2026-07-11 12:00:00,64.67,2.99,84.51
M008,2026-07-11 18:00:00,63.61,2.1,86.68
M008,2026-07-12 00:00:00,62.64,2.67,83.26
M008,2026-07-12 06:00:00,64.67,2.35,89.9
M008,2026-07-12 12:00:00,64.8,2.78,85.56
M008,2026-07-12 18:00:00,63.64,2.36,82.92
M008,2026-07-13 00:00:00,65.06,2.16,85.56
M008,2026-07-13 06:00:00,65.71,2.85,85.71
M008,2026-07-13 12:00:00,65.72,2.59,84.08
M008,2026-07-13 18:00:00,68.21,2.2,85.5
M008,2026-07-14 00:00:00,66.92,2.8,85.26
M008,2026-07-14 06:00:00,65.99,2.31,83.75
M008,2026-07-14 12:00:00,61.59,2.59,87.7
M008,2026-07-14 18:00:00,62.88,2.45,93.17
M008,2026-07-15 00:00:00,66.32,2.11,88.21
M008,2026-07-15 06:00:00,62.23,1.51,85.15
M008,2026-07-15 12:00:00,67.15,2.8,86.34
M008,2026-07-15 18:00:00,62.94,2.52,84.4
M008,2026-07-16 00:00:00,63.01,2.7,83.62
M008,2026-07-16 06:00:00,66.3,2.2,91.38
M008,2026-07-16 12:00:00,60.76,2.09,84.74
M008,2026-07-16 18:00:00,60.07,1.61,79.28
M008,2026-07-17 00:00:00,63.47,2.3,86.19
M008,2026-07-17 06:00:00,63.66,2.47,83.84
M008,2026-07-17 12:00:00,65.49,2.56,84.21
M008,2026-07-17 18:00:00,65.12,2.33,80.63
M008,2026-07-18 00:00:00,65.88,2.11,87.87
M008,2026-07-18 06:00:00,64.72,2.36,79.56
M008,2026-07-18 12:00:00,67.15,2.28,87.09
M008,2026-07-18 18:00:00,63.84,2.31,85.77
M008,2026-07-19 00:00:00,64.14,2.31,85.01
M008,2026-07-19 06:00:00,64.94,2.54,85.31
M008,2026-07-19 12:00:00,65.33,2.26,91.85
M008,2026-07-19 18:00:00,67.06,2.62,79.35
M008,2026-07-20 00:00:00,65.31,2.29,82.24
M008,2026-07-20 06:00:00,63.38,2.13,86.69
M008,2026-07-20 12:00:00,67.33,2.64,93.46
M008,2026-07-20 18:00:00,61.0,2.24,82.34
M008,2026-07-21 00:00:00,66.58,2.33,85.73
M008,2026-07-21 06:00:00,65.38,1.96,83.3
M008,2026-07-21 12:00:00,66.11,2.23,80.02
M008,2026-07-21 18:00:00,62.31,2.31,85.66
M008,2026-07-22 00:00:00,63.99,2.21,87.97
M008,2026-07-22 06:00:00,63.87,2.46,83.47
M008,2026-07-22 12:00:00,67.15,2.28,85.38
M008,2026-07-22 18:00:00,66.2,2.48,85.92
M008,2026-07-23 00:00:00,60.2,2.61,85.32
M008,2026-07-23 06:00:00,65.23,2.46,83.47
M008,2026-07-23 12:00:00,65.94,2.46,81.28
M008,2026-07-23 18:00:00,66.76,1.97,87.85
M008,2026-07-24 00:00:00,67.14,2.07,84.77
M008,2026-07-24 06:00:00,63.73,2.35,90.63
M008,2026-07-24 12:00:00,61.97,2.31,89.65
M008,2026-07-24 18:00:00,63.52,2.12,85.93
M008,2026-07-25 00:00:00,65.79,2.29,86.8
M008,2026-07-25 06:00:00,61.42,2.01,83.81
M008,2026-07-25 12:00:00,65.36,2.64,81.59
M008,2026-07-25 18:00:00,65.63,2.46,82.5
M008,2026-07-26 00:00:00,61.52,2.48,89.0
M008,2026-07-26 06:00:00,64.26,2.13,79.52
M008,2026-07-26 12:00:00,67.25,2.72,86.03
M008,2026-07-26 18:00:00,67.15,2.48,83.53
M008,2026-07-27 00:00:00,65.32,2.16,82.13
M008,2026-07-27 06:00:00,65.75,2.67,81.3
M008,2026-07-27 12:00:00,61.73,2.28,82.99
M008,2026-07-27 18:00:00,65.16,2.43,88.61
M008,2026-07-28 00:00:00,64.86,2.22,79.44
M008,2026-07-28 06:00:00,64.58,1.9,83.14
M008,2026-07-28 12:00:00,62.78,2.26,81.16
M008,2026-07-28 18:00:00,62.77,2.76,88.54
M008,2026-07-29 00:00:00,67.3,2.42,85.92
M008,2026-07-29 06:00:00,66.56,1.98,87.52
M008,2026-07-29 12:00:00,66.84,2.15,89.25
M008,2026-07-29 18:00:00,68.35,2.65,86.89
M008,2026-07-30 00:00:00,62.01,2.74,82.02
M008,2026-07-30 06:00:00,64.99,2.56,75.21
M008,2026-07-30 12:00:00,65.06,3.21,78.82
M008,2026-07-30 18:00:00,64.14,1.84,82.41
M009,2026-06-01 00:00:00,59.33,2.68,93.14
M009,2026-06-01 06:00:00,59.83,2.15,100.05
M009,2026-06-01 12:00:00,61.22,2.13,94.29
M009,2026-06-01 18:00:00,57.85,2.97,94.36
M009,2026-06-02 00:00:00,58.21,2.67,92.92
M009,2026-06-02 06:00:00,57.58,2.57,94.82
M009,2026-06-02 12:00:00,62.44,2.48,94.08
M009,2026-06-02 18:00:00,60.48,2.94,92.83
M009,2026-06-03 00:00:00,61.1,2.64,94.81
M009,2026-06-03 06:00:00,59.47,2.49,93.48
M009,2026-06-03 12:00:00,64.08,2.32,91.02
M009,2026-06-03 18:00:00,60.15,2.43,94.35
M009,2026-06-04 00:00:00,59.25,2.49,94.15
M009,2026-06-04 06:00:00,61.97,2.49,94.07
M009,2026-06-04 12:00:00,61.19,2.72,90.81
M009,2026-06-04 18:00:00,57.66,2.97,95.87
M009,2026-06-05 00:00:00,59.72,2.46,92.58
M009,2026-06-05 06:00:00,60.58,2.17,96.28
M009,2026-06-05 12:00:00,60.51,2.52,91.08
M009,2026-06-05 18:00:00,61.21,2.2,91.68
M009,2026-06-06 00:00:00,60.34,3.21,94.27
M009,2026-06-06 06:00:00,55.02,2.26,95.81
M009,2026-06-06 12:00:00,57.9,2.71,94.23
M009,2026-06-06 18:00:00,62.14,2.29,91.85
M009,2026-06-07 00:00:00,61.29,2.45,93.55
M009,2026-06-07 06:00:00,63.3,2.64,87.79
M009,2026-06-07 12:00:00,61.76,2.67,97.31
M009,2026-06-07 18:00:00,58.28,2.55,94.09
M009,2026-06-08 00:00:00,58.25,2.74,93.03
M009,2026-06-08 06:00:00,62.47,2.23,89.38
M009,2026-06-08 12:00:00,59.68,2.53,92.16
M009,2026-06-08 18:00:00,54.03,2.57,94.9
M009,2026-06-09 00:00:00,61.54,2.34,92.45
M009,2026-06-09 06:00:00,63.04,1.98,93.02
M009,2026-06-09 12:00:00,60.45,2.64,94.27
M009,2026-06-09 18:00:00,58.32,2.81,93.76
M009,2026-06-10 00:00:00,56.83,2.52,95.18
M009,2026-06-10 06:00:00,64.08,2.58,89.31
M009,2026-06-10 12:00:00,57.27,2.83,91.35
M009,2026-06-10 18:00:00,57.06,2.76,92.33
M009,2026-06-11 00:00:00,62.06,2.18,98.18
M009,2026-06-11 06:00:00,61.91,2.24,88.78
M009,2026-06-11 12:00:00,64.77,2.39,91.47
M009,2026-06-11 18:00:00,62.93,2.74,97.31
M009,2026-06-12 00:00:00,59.96,3.02,89.83
M009,2026-06-12 06:00:00,59.06,2.57,97.26
M009,2026-06-12 12:00:00,61.48,2.43,92.33
M009,2026-06-12 18:00:00,62.51,2.69,91.13
M009,2026-06-13 00:00:00,58.35,2.29,91.74
M009,2026-06-13 06:00:00,62.22,2.59,95.43
M009,2026-06-13 12:00:00,60.54,2.53,89.01
M009,2026-06-13 18:00:00,61.75,2.29,93.66
M009,2026-06-14 00:00:00,59.22,2.5,95.48
M009,2026-06-14 06:00:00,58.14,2.53,92.41
M009,2026-06-14 12:00:00,62.8,2.12,90.75
M009,2026-06-14 18:00:00,59.44,2.18,93.09
M009,2026-06-15 00:00:00,59.11,2.48,96.78
M009,2026-06-15 06:00:00,60.3,2.51,90.59
M009,2026-06-15 12:00:00,59.89,2.33,95.8
M009,2026-06-15 18:00:00,58.63,2.2,94.71
M009,2026-06-16 00:00:00,64.12,2.4,94.26
M009,2026-06-16 06:00:00,62.06,2.61,95.31
M009,2026-06-16 12:00:00,59.97,2.43,91.49
M009,2026-06-16 18:00:00,61.13,2.6,95.91
M009,2026-06-17 00:00:00,59.19,2.71,97.16
M009,2026-06-17 06:00:00,57.73,2.37,97.28
M009,2026-06-17 12:00:00,58.86,2.62,93.78
M009,2026-06-17 18:00:00,60.82,2.47,96.0
M009,2026-06-18 00:00:00,58.12,2.18,98.15
M009,2026-06-18 06:00:00,64.36,2.46,98.9
M009,2026-06-18 12:00:00,58.62,2.3,98.13
